,A01,A02,A03,A09,A10,A11,A12,A14,A15,A16,B01_011,B01_012,B01_013,B02_001,B02_002,B02_003,B02_004,B02_005,B02_006,B02_007,B02_008,B02_010,B03_014,B04_009,S01,S02,S03,S04,time
745,33.4,51.8,14837.0,420.0,31.7,63.6,19124.0,110.0,0.4,,,,,,,,,,,,,,,,30.5,22.6,0.5,10.3,2018-06-11 05:25:00
746,33.4,51.4,15575.0,422.0,31.1,64.3,18472.0,60.0,0.3,,,,,,,,,,,,,,,,30.5,22.7,0.5,10.3,2018-06-11 05:30:00
747,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-11 05:34:38
748,33.6,50.8,15482.0,418.0,32.1,61.2,17044.0,54.0,0.0,,,,,,,,,,,,,,,,30.6,22.6,0.5,10.3,2018-06-11 05:35:00
749,33.5,50.4,17971.0,418.0,32.6,61.7,18892.0,82.0,0.0,,,,,,,,,,,,,,,,30.5,22.7,0.5,10.2,2018-06-11 05:40:00
750,33.6,49.9,16588.0,421.0,32.4,62.5,18507.0,279.0,0.7,,,,,,,,,,,,,,,,30.7,22.6,0.5,10.2,2018-06-11 05:45:00
751,33.6,51.0,12902.0,419.0,31.7,63.5,15280.0,270.0,0.0,,,,,,,,,,,,,,,,30.7,22.6,0.5,10.2,2018-06-11 05:50:00
752,33.3,51.3,11013.0,421.0,31.4,64.2,14864.0,292.0,0.5,,,,,,,,,,,,,,,,30.6,22.7,0.5,10.2,2018-06-11 05:55:00
753,33.1,51.6,12994.0,416.0,31.4,64.9,17594.0,291.0,0.0,,,,,,,,,,,,,,,,30.6,22.7,0.5,10.2,2018-06-11 06:00:00
754,33.2,51.5,16404.0,417.0,31.9,61.2,19838.0,260.0,0.0,,,,,,,,,,,,,,,,30.5,22.7,0.5,10.2,2018-06-11 06:05:00
755,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-11 06:09:37
756,33.2,50.7,16588.0,415.0,33.0,61.0,19112.0,22.0,0.0,,,,,,,,,,,,,,,,31.1,22.7,0.5,10.3,2018-06-11 06:10:00
757,33.7,50.5,18063.0,417.0,33.4,58.8,21264.0,272.0,0.0,,,,,,,,,,,,,,,,31.1,22.7,0.5,10.3,2018-06-11 06:15:00
758,34.0,49.5,16773.0,416.0,32.9,60.2,22495.0,314.0,0.8,,,,,,,,,,,,,,,,31.2,22.7,0.5,10.2,2018-06-11 06:20:00
759,34.2,48.9,25067.0,417.0,33.3,58.2,32210.0,293.0,0.3,,,,,,,,,,,,,,,,31.5,22.7,0.5,10.2,2018-06-11 06:25:00
760,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,,2018-06-11 06:27:55
761,35.4,46.5,18984.0,414.0,35.0,55.4,24572.0,255.0,0.0,,,,,,,,,,,,,,,,31.7,22.7,0.5,10.4,2018-06-11 06:30:00
762,34.6,48.1,40181.0,417.0,35.1,55.0,28466.0,109.0,0.7,,,,,,,,,,,,,,,,31.2,22.6,0.5,10.2,2018-06-11 06:35:00
763,34.8,46.8,26357.0,419.0,34.5,55.4,23166.0,297.0,0.8,,,,,,,,,,,,,,,,31.2,22.6,0.5,10.1,2018-06-11 06:40:00
764,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-11 06:44:37
765,34.6,46.8,13363.0,419.0,33.6,55.3,16021.0,317.0,0.1,,,,,,,,,,,,,,,,31.0,22.6,0.5,10.0,2018-06-11 06:45:00
766,33.6,48.4,10874.0,423.0,33.1,58.2,14551.0,162.0,0.0,,,,,,,,,,,,,,,,30.6,22.5,0.5,9.9,2018-06-11 06:50:00
767,,,,,,,,,,,"[1, 100, 0]",,,,,,,,,,,,,,,,,,2018-06-11 06:51:18
768,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,,,,,,,,,,2018-06-11 06:51:39
769,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,,,,,,,,,,2018-06-11 06:52:01
770,,,,,,,,,,,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,,,,,,2018-06-11 06:52:27
771,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,,2018-06-11 06:52:50
772,,,,,,,,,,,"[1, 100, 0]",,,,,,,,,,,,,,,,,,2018-06-11 06:53:04
773,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,,,,,,,,,,2018-06-11 06:53:25
774,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,2018-06-11 06:54:02
775,32.6,52.2,9722.0,423.0,32.8,60.0,13921.0,17.0,0.0,,,,,,,,,,,,,,,,30.6,22.7,0.5,9.9,2018-06-11 06:55:00
776,32.7,52.1,11750.0,421.0,32.6,62.1,15333.0,248.0,0.0,,,,,,,,,,,,,,,,30.6,22.7,0.5,9.9,2018-06-11 07:00:00
777,33.0,51.4,12625.0,416.0,32.7,61.2,17132.0,108.0,0.0,,,,,,,,,,,,,,,,30.5,22.7,0.5,9.9,2018-06-11 07:05:00
778,34.0,50.4,26173.0,412.0,33.8,55.8,26612.0,148.0,0.4,,,,,,,,,,,,,,,,31.2,22.6,0.5,9.9,2018-06-11 07:10:00
779,34.1,50.3,34099.0,417.0,35.5,54.5,28557.0,247.0,0.8,,,,,,,,,,,,,,,,31.8,22.7,0.5,10.0,2018-06-11 07:15:00
780,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,,2018-06-11 07:18:07
781,35.7,46.1,26542.0,414.0,36.5,51.3,26768.0,264.0,0.7,,,,,,,,,,,,,,,,32.5,22.6,0.5,9.9,2018-06-11 07:20:00
782,35.7,46.4,35020.0,416.0,36.7,49.6,26037.0,239.0,1.4,,,,,,,,,,,,,,,,32.5,22.6,0.5,9.8,2018-06-11 07:25:00
783,35.6,47.6,27463.0,412.0,36.8,48.5,21621.0,179.0,0.2,,,,,,,,,,,,,,,,32.2,22.7,0.5,9.6,2018-06-11 07:30:00
784,35.1,47.1,8110.0,415.0,35.7,52.7,13467.0,217.0,0.7,,,,,,,,,,,,,,,,32.0,22.6,0.5,9.4,2018-06-11 07:35:00
785,34.7,47.3,8017.0,420.0,34.4,53.5,13584.0,182.0,0.8,,,,,,,,,,,,,,,,31.7,22.6,0.5,9.3,2018-06-11 07:40:00
786,34.2,48.1,8202.0,420.0,32.9,58.2,12560.0,188.0,0.2,,,,,,,,,,,,,,,,31.5,22.7,0.5,9.3,2018-06-11 07:45:00
787,33.8,49.3,8432.0,418.0,32.1,62.4,12306.0,154.0,0.1,,,,,,,,,,,,,,,,31.2,22.6,0.5,9.3,2018-06-11 07:50:00
788,32.9,53.2,8663.0,417.0,31.8,64.1,11295.0,131.0,0.4,,,,,,,,,,,,,,,,31.1,22.7,0.5,9.3,2018-06-11 07:55:00
789,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,2018-06-11 07:55:28
790,32.8,52.8,8386.0,420.0,31.5,65.3,11027.0,128.0,0.5,,,,,,,,,,,,,,,,31.0,22.8,0.5,9.3,2018-06-11 08:00:00
791,32.7,53.9,6359.0,417.0,31.0,65.7,9543.0,172.0,1.0,,,,,,,,,,,,,,,,31.0,22.6,0.5,9.3,2018-06-11 08:05:00
792,32.4,54.4,6958.0,416.0,30.8,67.6,10812.0,175.0,0.5,,,,,,,,,,,,,,,,30.7,22.7,0.5,9.3,2018-06-11 08:10:00
793,32.2,54.4,6543.0,416.0,30.9,66.8,10234.0,125.0,0.8,,,,,,,,,,,,,,,,30.7,22.8,0.5,9.3,2018-06-11 08:15:00
794,32.3,54.5,10828.0,415.0,30.9,65.7,14502.0,161.0,0.6,,,,,,,,,,,,,,,,30.7,22.7,0.5,9.3,2018-06-11 08:20:00
795,32.7,53.1,10460.0,413.0,31.4,64.6,12418.0,167.0,0.0,,,,,,,,,,,,,,,,31.0,22.7,0.5,9.3,2018-06-11 08:25:00
796,32.8,53.0,9123.0,409.0,31.7,66.2,10373.0,253.0,0.9,,,,,,,,,,,,,,,,30.7,22.7,0.5,9.3,2018-06-11 08:30:00
797,,,,,32.0,66.4,12853.0,232.0,0.0,,,,,,,,,,,,,,,,,,,,2018-06-11 08:35:00
798,33.0,53.0,15390.0,409.0,33.2,61.2,19188.0,156.0,0.0,,,,,,,,,,,,,,,,31.0,22.7,0.5,9.3,2018-06-11 08:40:00
799,33.4,52.4,16035.0,409.0,33.5,60.3,13782.0,186.0,1.2,,,,,,,,,,,,,,,,31.1,22.7,0.5,9.3,2018-06-11 08:45:00
800,33.9,51.2,9354.0,409.0,33.5,61.0,17536.0,284.0,0.8,,,,,,,,,,,,,,,,31.2,22.7,0.5,9.3,2018-06-11 08:50:00
801,33.7,52.0,11151.0,410.0,34.5,56.5,10912.0,208.0,0.0,,,,,,,,,,,,,,,,31.2,22.7,0.5,9.3,2018-06-11 08:55:00
802,33.6,51.5,5091.0,411.0,33.0,60.9,8726.0,282.0,0.0,,,,,,,,,,,,,,,,30.6,22.3,0.5,9.2,2018-06-11 09:00:00
803,33.2,54.4,4492.0,413.0,32.2,63.6,6873.0,274.0,0.0,,,,,,,,,,,,,,,,30.7,22.5,0.5,9.2,2018-06-11 09:05:00
804,32.7,54.9,4032.0,415.0,31.7,66.6,7545.0,257.0,0.6,,,,,,,,,,,,,,,,30.7,22.6,0.5,9.2,2018-06-11 09:10:00
805,32.6,54.9,5414.0,415.0,31.0,69.2,8947.0,82.0,1.2,,,,,,,,,,,,,,,,30.3,22.7,0.5,9.2,2018-06-11 09:15:00
806,32.5,55.6,5391.0,414.0,30.5,69.6,7732.0,101.0,0.6,,,,,,,,,,,,,,,,30.3,22.5,0.5,9.3,2018-06-11 09:20:00
807,32.3,55.5,4239.0,415.0,30.2,71.3,6635.0,202.0,0.8,,,,,,,,,,,,,,,,30.1,22.7,0.5,9.3,2018-06-11 09:25:00
808,32.1,56.3,3409.0,414.0,29.7,71.9,6432.0,129.0,0.6,,,,,,,,,,,,,,,,30.1,22.2,0.5,9.3,2018-06-11 09:30:00
809,31.7,56.0,4377.0,415.0,29.2,73.8,7062.0,101.0,1.1,,,,,,,,,,,,,,,,29.8,22.2,0.5,9.3,2018-06-11 09:35:00
810,31.5,57.3,5736.0,416.0,29.5,73.8,7102.0,169.0,0.0,,,,,,,,,,,,,,,,29.7,22.3,0.5,9.3,2018-06-11 09:40:00
811,31.4,57.9,5022.0,416.0,30.1,70.8,6143.0,140.0,0.5,,,,,,,,,,,,,,,,30.0,22.7,0.5,9.3,2018-06-11 09:45:00
812,31.3,57.6,4216.0,412.0,29.6,70.9,5863.0,99.0,1.1,,,,,,,,,,,,,,,,29.7,22.5,0.5,9.3,2018-06-11 09:50:00
813,31.3,57.7,4216.0,412.0,29.8,71.5,5260.0,184.0,0.8,,,,,,,,,,,,,,,,29.7,22.5,0.5,9.3,2018-06-11 09:55:00
814,31.3,57.7,4216.0,412.0,29.6,71.4,4136.0,112.0,0.9,,,,,,,,,,,,,,,,29.7,22.5,0.5,9.3,2018-06-11 10:00:00
815,31.3,57.7,4216.0,412.0,29.2,72.9,3360.0,178.0,0.5,,,,,,,,,,,,,,,,29.7,22.5,0.5,9.3,2018-06-11 10:05:00
816,30.5,58.8,2131.0,414.0,29.0,74.1,2842.0,244.0,1.7,,,,,,,,,,,,,,,,29.5,22.6,0.5,9.3,2018-06-11 10:10:00
817,30.0,60.7,1624.0,416.0,28.7,75.6,2232.0,126.0,0.8,,,,,,,,,,,,,,,,29.2,22.7,0.5,9.3,2018-06-11 10:15:00
818,29.9,61.7,1261.0,417.0,28.3,75.6,1879.0,221.0,0.8,,,,,,,,,,,,,,,,29.2,22.6,0.5,9.4,2018-06-11 10:20:00
819,29.7,62.4,875.0,418.0,28.1,76.9,1274.0,105.0,1.0,,,,,,,,,,,,,,,,29.2,22.5,0.5,9.4,2018-06-11 10:25:00
820,29.4,62.9,561.0,420.0,27.8,78.1,706.0,189.0,0.7,,,,,,,,,,,,,,,,29.0,22.7,0.5,9.4,2018-06-11 10:30:00
821,29.1,63.7,318.0,421.0,27.6,78.8,352.0,99.0,0.7,,,,,,,,,,,,,,,,28.7,22.3,0.5,9.4,2018-06-11 10:35:00
822,28.9,64.9,192.0,422.0,27.5,81.8,246.0,340.0,0.0,,,,,,,,,,,,,,,,28.7,22.3,0.5,9.5,2018-06-11 10:40:00
823,28.6,65.3,119.0,422.0,27.4,80.9,144.0,191.0,0.0,,,,,,,,,,,,,,,,28.5,22.6,0.5,9.5,2018-06-11 10:45:00
824,28.3,66.8,58.0,425.0,27.2,81.9,63.0,124.0,0.6,,,,,,,,,,,,,,,,28.5,22.7,0.5,9.5,2018-06-11 10:50:00
825,28.1,68.3,22.0,426.0,27.0,82.7,20.0,67.0,0.0,,,,,,,,,,,,,,,,28.2,22.7,0.5,9.6,2018-06-11 10:55:00
826,27.8,70.2,6.0,430.0,26.8,85.2,5.0,33.0,0.0,,,,,,,,,,,,,,,,28.2,22.6,0.5,9.6,2018-06-11 11:00:00
827,27.3,71.7,2.0,440.0,26.4,87.8,0.0,290.0,0.0,,,,,,,,,,,,,,,,28.1,22.6,0.5,9.7,2018-06-11 11:05:00
828,27.3,73.0,0.0,445.0,26.2,88.4,0.0,275.0,0.0,,,,,,,,,,,,,,,,28.0,22.5,0.5,9.7,2018-06-11 11:10:00
829,27.2,73.9,0.0,447.0,26.2,88.3,0.0,181.0,0.0,,,,,,,,,,,,,,,,27.8,22.5,0.5,9.8,2018-06-11 11:15:00
830,27.0,74.0,0.0,449.0,26.1,88.5,0.0,135.0,0.0,,,,,,,,,,,,,,,,27.7,22.5,0.5,9.8,2018-06-11 11:20:00
831,26.9,74.1,0.0,450.0,26.0,88.5,0.0,177.0,0.0,,,,,,,,,,,,,,,,27.7,22.6,0.5,9.8,2018-06-11 11:25:00
832,26.9,74.1,0.0,450.0,25.8,89.2,0.0,243.0,0.0,,,,,,,,,,,,,,,,27.7,22.6,0.5,9.8,2018-06-11 11:30:00
833,26.9,74.1,0.0,450.0,25.5,90.2,0.0,284.0,0.0,,,,,,,,,,,,,,,,27.7,22.6,0.5,9.8,2018-06-11 11:35:00
834,26.3,76.7,0.0,462.0,25.4,90.9,0.0,294.0,0.0,,,,,,,,,,,,,,,,27.5,22.7,0.5,10.0,2018-06-11 11:40:00
835,26.2,76.5,0.0,458.0,25.2,89.6,0.0,213.0,0.6,,,,,,,,,,,,,,,,27.2,22.6,0.5,10.1,2018-06-11 11:45:00
836,26.1,76.4,0.0,469.0,25.0,89.8,0.0,221.0,0.7,,,,,,,,,,,,,,,,27.1,22.5,0.5,10.1,2018-06-11 11:50:00
837,25.9,75.8,0.0,459.0,24.9,89.4,0.0,217.0,1.3,,,,,,,,,,,,,,,,27.0,22.6,0.5,10.1,2018-06-11 11:55:00
838,25.7,76.1,0.0,450.0,24.9,90.1,0.0,241.0,0.9,,,,,,,,,,,,,,,,26.8,22.5,0.5,10.2,2018-06-11 12:00:00
839,25.7,76.1,0.0,450.0,24.7,91.1,0.0,236.0,0.7,,,,,,,,,,,,,,,,26.8,22.5,0.5,10.2,2018-06-11 12:05:00
840,25.5,77.4,0.0,461.0,24.6,91.7,0.0,221.0,0.0,,,,,,,,,,,,,,,,26.7,22.6,0.5,10.3,2018-06-11 12:10:00
841,25.4,78.3,0.0,459.0,24.5,92.6,0.0,240.0,0.0,,,,,,,,,,,,,,,,26.6,22.6,0.5,10.3,2018-06-11 12:15:00
842,25.3,79.0,0.0,457.0,24.4,92.1,0.0,205.0,0.8,,,,,,,,,,,,,,,,26.6,22.6,0.5,10.4,2018-06-11 12:20:00
843,25.3,78.9,0.0,456.0,24.5,91.6,0.0,234.0,0.9,,,,,,,,,,,,,,,,26.5,22.6,0.5,10.4,2018-06-11 12:25:00
844,25.2,78.4,0.0,456.0,24.5,91.5,0.0,222.0,0.8,,,,,,,,,,,,,,,,26.3,22.3,0.5,10.5,2018-06-11 12:30:00
845,25.1,78.5,0.0,450.0,24.5,91.8,0.0,189.0,0.9,,,,,,,,,,,,,,,,26.2,22.6,0.5,10.6,2018-06-11 12:35:00
846,25.1,78.7,0.0,449.0,24.4,92.1,0.0,209.0,1.0,,,,,,,,,,,,,,,,26.2,22.6,0.5,10.6,2018-06-11 12:40:00
847,25.1,78.8,0.0,453.0,24.4,92.6,0.0,198.0,0.1,,,,,,,,,,,,,,,,26.2,22.6,0.5,10.7,2018-06-11 12:45:00
848,25.1,79.2,0.0,457.0,24.4,92.8,0.0,128.0,0.0,,,,,,,,,,,,,,,,26.2,22.6,0.5,10.7,2018-06-11 12:50:00
849,25.1,79.6,0.0,457.0,24.5,92.6,0.0,76.0,0.0,,,,,,,,,,,,,,,,26.1,22.6,0.5,10.8,2018-06-11 12:55:00
850,25.1,79.6,0.0,457.0,24.5,92.5,0.0,99.0,0.0,,,,,,,,,,,,,,,,26.1,22.6,0.5,10.8,2018-06-11 13:00:00
851,25.1,79.6,0.0,457.0,24.5,92.1,0.0,127.0,0.2,,,,,,,,,,,,,,,,26.1,22.6,0.5,10.8,2018-06-11 13:05:00
852,24.9,80.6,0.0,460.0,24.5,92.1,0.0,198.0,0.0,,,,,,,,,,,,,,,,26.0,22.6,0.5,11.0,2018-06-11 13:10:00
853,24.9,80.6,0.0,461.0,24.4,92.6,0.0,192.0,0.0,,,,,,,,,,,,,,,,25.7,22.6,0.5,11.0,2018-06-11 13:15:00
854,24.8,80.7,0.0,465.0,24.3,92.9,0.0,190.0,0.0,,,,,,,,,,,,,,,,25.7,22.6,0.5,11.1,2018-06-11 13:20:00
855,24.8,81.1,0.0,468.0,24.3,93.2,0.0,190.0,0.0,,,,,,,,,,,,,,,,25.7,22.5,0.5,11.1,2018-06-11 13:25:00
856,24.8,81.2,0.0,471.0,24.1,93.4,0.0,190.0,0.0,,,,,,,,,,,,,,,,25.7,22.3,0.5,11.3,2018-06-11 13:30:00
857,24.7,81.0,0.0,476.0,24.1,93.7,0.0,190.0,0.0,,,,,,,,,,,,,,,,25.6,22.5,0.5,11.3,2018-06-11 13:35:00
858,24.7,81.2,0.0,478.0,24.0,94.1,0.0,190.0,0.3,,,,,,,,,,,,,,,,25.6,22.5,0.5,11.3,2018-06-11 13:40:00
859,24.7,81.7,0.0,489.0,24.0,94.1,0.0,190.0,0.0,,,,,,,,,,,,,,,,25.6,22.6,0.5,11.4,2018-06-11 13:45:00
860,24.7,81.9,0.0,487.0,24.2,94.0,0.0,190.0,0.0,,,,,,,,,,,,,,,,25.6,22.6,0.5,11.4,2018-06-11 13:50:00
861,24.8,82.2,0.0,480.0,24.3,93.9,0.0,244.0,0.0,,,,,,,,,,,,,,,,25.6,22.6,0.5,11.5,2018-06-11 13:55:00
862,24.8,82.2,0.0,470.0,24.3,93.7,0.0,237.0,0.3,,,,,,,,,,,,,,,,25.5,22.5,0.5,11.6,2018-06-11 14:00:00
863,24.8,82.2,0.0,468.0,24.4,93.4,0.0,240.0,0.0,,,,,,,,,,,,,,,,25.5,22.5,0.5,11.6,2018-06-11 14:05:00
864,24.8,82.6,0.0,469.0,24.5,93.7,0.0,235.0,0.0,,,,,,,,,,,,,,,,25.5,22.5,0.5,11.7,2018-06-11 14:10:00
865,24.9,82.3,0.0,470.0,24.5,93.3,0.0,211.0,0.0,,,,,,,,,,,,,,,,25.5,22.5,0.5,11.7,2018-06-11 14:15:00
866,24.9,82.4,0.0,476.0,24.6,93.3,0.0,255.0,0.0,,,,,,,,,,,,,,,,25.5,22.5,0.5,11.7,2018-06-11 14:20:00
867,25.0,82.7,0.0,479.0,24.7,93.4,0.0,231.0,0.0,,,,,,,,,,,,,,,,25.5,22.5,0.5,11.8,2018-06-11 14:25:00
868,25.0,82.5,0.0,485.0,24.7,93.3,0.0,229.0,0.0,,,,,,,,,,,,,,,,25.3,22.5,0.5,11.8,2018-06-11 14:30:00
869,25.0,82.5,0.0,490.0,24.7,93.3,0.0,218.0,0.0,,,,,,,,,,,,,,,,25.3,22.5,0.5,11.8,2018-06-11 14:35:00
870,25.0,82.6,0.0,489.0,24.7,93.1,0.0,198.0,0.0,,,,,,,,,,,,,,,,25.3,22.5,0.5,11.8,2018-06-11 14:40:00
871,25.0,82.5,0.0,491.0,24.7,92.7,0.0,198.0,0.0,,,,,,,,,,,,,,,,25.2,22.5,0.5,11.8,2018-06-11 14:45:00
872,25.0,82.8,0.0,493.0,24.7,93.1,0.0,276.0,0.0,,,,,,,,,,,,,,,,25.2,22.6,0.5,11.9,2018-06-11 14:50:00
873,24.9,82.6,0.0,489.0,24.7,93.6,0.0,283.0,0.0,,,,,,,,,,,,,,,,25.2,22.6,0.5,12.0,2018-06-11 14:55:00
874,24.9,82.9,0.0,491.0,24.6,93.5,0.0,230.0,0.8,,,,,,,,,,,,,,,,25.2,22.5,0.5,12.0,2018-06-11 15:00:00
875,24.9,82.9,0.0,491.0,24.5,93.5,0.0,240.0,0.0,,,,,,,,,,,,,,,,25.2,22.5,0.5,12.0,2018-06-11 15:05:00
876,24.9,83.0,0.0,492.0,24.5,93.8,0.0,135.0,0.0,,,,,,,,,,,,,,,,25.2,22.5,0.5,12.0,2018-06-11 15:10:00
877,24.9,83.0,0.0,493.0,24.5,93.7,0.0,72.0,0.0,,,,,,,,,,,,,,,,25.2,22.5,0.5,12.1,2018-06-11 15:15:00
878,24.8,83.2,0.0,498.0,24.5,94.0,0.0,78.0,0.0,,,,,,,,,,,,,,,,25.2,22.5,0.5,12.1,2018-06-11 15:20:00
879,24.9,83.2,0.0,498.0,24.5,93.7,0.0,172.0,0.0,,,,,,,,,,,,,,,,25.2,22.6,0.5,12.1,2018-06-11 15:25:00
880,24.9,83.2,0.0,497.0,24.5,93.8,0.0,128.0,0.0,,,,,,,,,,,,,,,,25.2,22.6,0.5,12.1,2018-06-11 15:30:00
881,24.9,83.2,0.0,497.0,24.5,94.1,0.0,18.0,0.0,,,,,,,,,,,,,,,,25.2,22.6,0.5,12.1,2018-06-11 15:35:00
882,24.8,83.4,0.0,503.0,24.4,94.2,0.0,18.0,0.0,,,,,,,,,,,,,,,,25.1,22.5,0.5,12.2,2018-06-11 15:40:00
883,24.8,83.2,0.0,505.0,24.4,94.1,0.0,18.0,0.0,,,,,,,,,,,,,,,,25.1,22.5,0.5,12.2,2018-06-11 15:45:00
884,24.8,83.5,0.0,506.0,24.4,94.5,0.0,18.0,0.0,,,,,,,,,,,,,,,,25.1,22.7,0.5,12.2,2018-06-11 15:50:00
885,24.8,83.4,0.0,511.0,24.3,94.6,0.0,18.0,0.0,,,,,,,,,,,,,,,,25.1,22.7,0.5,12.2,2018-06-11 15:55:00
886,24.8,83.4,0.0,511.0,24.2,94.8,0.0,18.0,0.0,,,,,,,,,,,,,,,,25.1,22.7,0.5,12.2,2018-06-11 16:00:00
887,24.8,83.4,0.0,511.0,24.0,94.8,0.0,19.0,0.0,,,,,,,,,,,,,,,,25.1,22.7,0.5,12.2,2018-06-11 16:05:00
888,24.6,83.3,0.0,514.0,24.0,94.9,0.0,19.0,0.0,,,,,,,,,,,,,,,,25.0,22.5,0.5,12.3,2018-06-11 16:10:00
889,24.6,83.4,0.0,518.0,24.0,94.9,0.0,20.0,0.0,,,,,,,,,,,,,,,,25.0,22.6,0.5,12.3,2018-06-11 16:15:00
890,24.6,83.4,0.0,518.0,24.0,95.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,25.0,22.6,0.5,12.3,2018-06-11 16:20:00
891,24.5,83.8,0.0,516.0,23.9,94.9,0.0,359.0,0.0,,,,,,,,,,,,,,,,24.8,22.3,0.5,12.3,2018-06-11 16:25:00
892,24.4,83.8,0.0,509.0,23.7,95.1,0.0,221.0,0.0,,,,,,,,,,,,,,,,24.7,22.6,0.5,12.3,2018-06-11 16:30:00
893,24.4,83.7,0.0,509.0,23.6,95.1,0.0,200.0,0.0,,,,,,,,,,,,,,,,24.7,22.3,0.5,12.3,2018-06-11 16:35:00
894,24.3,83.4,0.0,521.0,23.7,95.3,0.0,140.0,0.0,,,,,,,,,,,,,,,,24.6,22.5,0.5,12.4,2018-06-11 16:40:00
895,24.2,83.6,0.0,526.0,23.7,95.4,0.0,85.0,0.0,,,,,,,,,,,,,,,,24.7,22.6,0.5,12.5,2018-06-11 16:45:00
896,24.1,83.6,0.0,519.0,23.7,95.5,0.0,118.0,0.0,,,,,,,,,,,,,,,,24.7,22.5,0.5,12.5,2018-06-11 16:50:00
897,24.1,83.8,0.0,522.0,23.7,95.5,0.0,89.0,0.0,,,,,,,,,,,,,,,,24.6,22.6,0.5,12.4,2018-06-11 16:55:00
898,24.1,83.9,0.0,523.0,23.7,95.4,0.0,176.0,0.0,,,,,,,,,,,,,,,,24.6,22.6,0.5,12.4,2018-06-11 17:00:00
899,24.1,84.3,0.0,525.0,23.5,95.3,0.0,196.0,0.0,,,,,,,,,,,,,,,,24.6,22.6,0.5,12.5,2018-06-11 17:05:00
900,24.1,84.4,0.0,525.0,23.5,95.2,0.0,196.0,0.0,,,,,,,,,,,,,,,,24.6,22.5,0.5,12.4,2018-06-11 17:10:00
901,24.1,84.6,0.0,523.0,23.5,95.4,0.0,196.0,0.0,,,,,,,,,,,,,,,,24.5,22.6,0.5,12.5,2018-06-11 17:15:00
902,24.1,85.0,0.0,523.0,23.5,95.5,0.0,196.0,0.0,,,,,,,,,,,,,,,,24.6,22.6,0.5,12.5,2018-06-11 17:20:00
903,24.1,85.1,0.0,518.0,23.5,95.6,0.0,196.0,0.0,,,,,,,,,,,,,,,,24.5,22.6,0.5,12.5,2018-06-11 17:25:00
904,24.2,85.1,0.0,510.0,23.6,95.6,0.0,148.0,0.0,,,,,,,,,,,,,,,,24.5,22.6,0.5,12.5,2018-06-11 17:30:00
905,24.2,85.1,0.0,510.0,23.7,95.5,0.0,166.0,0.0,,,,,,,,,,,,,,,,24.5,22.6,0.5,12.5,2018-06-11 17:35:00
906,24.2,85.2,0.0,511.0,23.8,95.3,0.0,189.0,0.0,,,,,,,,,,,,,,,,24.5,22.5,0.5,12.5,2018-06-11 17:40:00
907,24.3,85.9,0.0,511.0,23.8,95.2,0.0,82.0,0.0,,,,,,,,,,,,,,,,24.5,22.3,0.5,12.6,2018-06-11 17:45:00
908,24.3,86.0,0.0,509.0,23.9,95.2,0.0,82.0,0.0,,,,,,,,,,,,,,,,24.5,22.6,0.5,12.5,2018-06-11 17:50:00
909,24.3,86.0,0.0,510.0,23.8,95.2,0.0,82.0,0.0,,,,,,,,,,,,,,,,24.5,22.5,0.5,12.6,2018-06-11 17:55:00
910,24.3,85.8,0.0,506.0,23.8,95.3,0.0,82.0,0.0,,,,,,,,,,,,,,,,24.5,22.5,0.5,12.6,2018-06-11 18:00:00
911,24.3,85.8,0.0,506.0,23.8,95.4,0.0,82.0,0.0,,,,,,,,,,,,,,,,24.5,22.5,0.5,12.6,2018-06-11 18:05:00
912,24.2,85.6,0.0,511.0,23.8,95.5,0.0,82.0,0.0,,,,,,,,,,,,,,,,24.5,22.5,0.5,12.6,2018-06-11 18:10:00
913,24.2,85.7,0.0,510.0,23.7,95.7,0.0,82.0,0.0,,,,,,,,,,,,,,,,24.5,22.5,0.5,12.6,2018-06-11 18:15:00
914,24.2,85.7,0.0,511.0,23.6,95.7,0.0,82.0,0.0,,,,,,,,,,,,,,,,24.5,22.5,0.5,12.6,2018-06-11 18:20:00
915,24.1,85.1,0.0,509.0,23.5,95.7,0.0,181.0,0.0,,,,,,,,,,,,,,,,24.3,22.7,0.5,12.6,2018-06-11 18:25:00
